Title,Publisher,Genre,Year,Rating,Console,MaxPlayers,AvgHoursToFinish,Sales,ReviewScore
Puyo Pop Fever,Sega,"Action,Strategy",2004,E,Nintendo DS,1,2.5,0.04,76
Sprung,Ubisoft,Adventure,2004,E,Nintendo DS,1,17.75,0.06,48
Asphalt: Urban GT,Ubisoft,"Racing / Driving,Simulation",2004,E,Nintendo DS,1,12.4,0.11,60
Polarium,Nintendo,Strategy,2004,E,Nintendo DS,1,6.73,0.12,73
Ridge Racer DS,Namco,Racing / Driving,2004,E,Nintendo DS,1,2.23,0.15,63
Spider-Man 2,Activision,Action,2004,E,Nintendo DS,1,13.25,0.45,61
WarioWare Touched!,Nintendo,"Action,Racing / Driving,Sports",2004,E,Nintendo DS,2,4.57,0.54,81
Super Mario 64 DS,Nintendo,Action,2004,E,Nintendo DS,1,22.72,4.69,85
Mega Man Battle Network 5: Double Team DS,Capcom,"Action,Role-Playing (RPG)",2005,E,Nintendo DS,1,36.23,0.06,68
Nanostray,THQ,Action,2005,E,Nintendo DS,1,1.43,0.06,71
Scooby-Doo! Unmasked,THQ,Action,2005,E,Nintendo DS,1,8,0.08,60
Viewtiful Joe: Double Trouble!,Capcom,Action,2005,E,Nintendo DS,1,5.17,0.08,73
Battles of Prince of Persia,Ubisoft,Strategy,2005,E,Nintendo DS,1,8.5,0.09,64
Ford Racing 3,,"Action,Racing / Driving",2005,E,Nintendo DS,1,7.1,0.1,49
Bomberman,Ubisoft,Strategy,2005,E,Nintendo DS,1,3.33,0.11,75
Madden NFL 06,EA,Sports,2005,E,Nintendo DS,1,3.75,0.12,66
Dragon Ball Z: Supersonic Warriors 2,Atari,Action,2005,E,Nintendo DS,1,15.08,0.13,66
Spyro: Shadow Legacy,,Role-Playing (RPG),2005,E,Nintendo DS,1,4,0.15,50
Burnout Legends,EA,"Action,Racing / Driving",2005,E,Nintendo DS,1,12.83,0.16,38
Meteos,Nintendo,Strategy,2005,E,Nintendo DS,1,17.27,0.16,88
Shrek SuperSlam,Activision,Action,2005,E,Nintendo DS,1,1.22,0.18,56
Tony Hawk's American Sk8land,Activision,Sports,2005,E,Nintendo DS,1,18.8,0.21,84
Metroid Prime Pinball,Nintendo,"Action,Simulation",2005,E,Nintendo DS,1,5.57,0.22,79
Need for Speed: Most Wanted,EA,Racing / Driving,2005,E,Nintendo DS,1,14.6,0.25,45
Pokmon Trozei!,Nintendo,Strategy,2005,E,Nintendo DS,1,3.23,0.26,74
Madagascar,Activision,Adventure,2005,E,Nintendo DS,1,6.68,0.27,66
Star Wars: Episode III - Revenge of the Sith,Ubisoft,Action,2005,E,Nintendo DS,1,5.1,0.28,73
SpongeBob SquarePants: The Yellow Avenger,THQ,Action,2005,E,Nintendo DS,1,11.85,0.31,67
Phoenix Wright: Ace Attorney,Capcom,"Adventure,Simulation",2005,E,Nintendo DS,1,19.68,0.38,81
Clubhouse Games,Nintendo,Strategy,2005,E,Nintendo DS,1,20,0.61,83
Mario & Luigi: Partners in Time,Nintendo,"Action,Role-Playing (RPG)",2005,E,Nintendo DS,1,19.67,0.75,86
Sonic Rush,Sega,Action,2005,E,Nintendo DS,1,7.92,1.2,82
Big Brain Academy,Nintendo,Action,2005,E,Nintendo DS,1,9.17,1.77,74
Brain Agey: More Training in Minutes a Day!,Nintendo,Action,2005,E,Nintendo DS,1,13.25,3.65,77
Nintendogs,Nintendo,Simulation,2005,E,Nintendo DS,1,39.38,9.72,83
Mario Kart DS,Nintendo,Racing / Driving,2005,E,Nintendo DS,1,10.42,9.99,91
Tenchu: Dark Secret,Nintendo,Action,2006,E,Nintendo DS,1,7.1,0.02,37
SBK: Snowboard Kids,,"Action,Sports",2006,E,Nintendo DS,1,6.32,0.02,63
MechAssault: Phantom War,,Action,2006,E,Nintendo DS,1,7.5,0.03,66
Tao's Adventure: Curse of the Demon Seal,Konami,Role-Playing (RPG),2006,E,Nintendo DS,1,45,0.04,50
Bomberman Land Touch!,,Action,2006,E,Nintendo DS,1,16.42,0.04,78
Cartoon Network Racing,,Racing / Driving,2006,E,Nintendo DS,1,14.87,0.05,55
Lara Croft Tomb Raider: Legend,Eidos,"Action,Racing / Driving",2006,E,Nintendo DS,1,9.15,0.05,58
Guilty Gear: Dust Strikers,,Action,2006,E,Nintendo DS,1,0.32,0.05,60
Worms: Open Warfare,THQ,"Action,Strategy",2006,E,Nintendo DS,1,9.12,0.05,64
Gunpey DS,Namco,Strategy,2006,E,Nintendo DS,1,8,0.05,70
Contact,,"Adventure,Role-Playing (RPG)",2006,E,Nintendo DS,1,15.6,0.07,73
Justice League Heroes,,Action,2006,E,Nintendo DS,1,10.37,0.08,43
Digimon World DS,Namco,Role-Playing (RPG),2006,E,Nintendo DS,1,30.65,0.08,49
X-Men: The Official Game,Activision,Action,2006,E,Nintendo DS,1,11.88,0.1,50
Magical Starsign,Nintendo,Role-Playing (RPG),2006,E,Nintendo DS,1,28.97,0.1,69
Resident Evil: Deadly Silence,Capcom,Action,2006,E,Nintendo DS,1,6.9,0.1,71
Eragon,,"Action,Role-Playing (RPG)",2006,E,Nintendo DS,1,8.83,0.14,63
Master of Illusion,Nintendo,Strategy,2006,E,Nintendo DS,1,4.1,0.14,69
Children of Mana,"Nintendo,SquareEnix","Action,Role-Playing (RPG)",2006,E,Nintendo DS,1,22.55,0.16,65
Phoenix Wright: Ace Attorney - Justice for All,Capcom,"Adventure,Simulation",2006,E,Nintendo DS,1,18.83,0.17,76
Pirates of the Caribbean: Dead Man's Chest,,Action,2006,E,Nintendo DS,1,2.68,0.24,63
Over the Hedge,Activision,Adventure,2006,E,Nintendo DS,1,7.22,0.26,71
Avatar: The Last Airbender,THQ,Action,2006,E,Nintendo DS,1,4.75,0.3,64
Metroid Prime: Hunters,Nintendo,Action,2006,E,Nintendo DS,1,9.3,0.58,85
Final Fantasy III,SquareEnix,Role-Playing (RPG),2006,E,Nintendo DS,1,51.07,0.86,77
LEGO Star Wars II: The Original Trilogy,EA,Action,2006,E,Nintendo DS,1,17.55,1.02,47
Pokmon Ranger,Nintendo,Role-Playing (RPG),2006,E,Nintendo DS,1,16.55,1.36,69
Yoshi's Island DS,Nintendo,Action,2006,E,Nintendo DS,1,9.63,1.49,81
Pokmon Diamond,Nintendo,Role-Playing (RPG),2006,E,Nintendo DS,1,101.07,6.77,85
Pokmon Pearl,Nintendo,Role-Playing (RPG),2006,E,Nintendo DS,1,101.07,6.77,85
Nervous Brickdown,,Action,2007,E,Nintendo DS,1,8,0.01,70
Front Mission,SquareEnix,Strategy,2007,E,Nintendo DS,1,20.87,0.01,72
Turn It Around,,"Racing / Driving,Sports",2007,E,Nintendo DS,1,1,0.02,39
Fantastic Four: Rise of the Silver Surfer,2K,Action,2007,E,Nintendo DS,1,7.6,0.04,35
Zendoku,Eidos,"Role-Playing (RPG),Strategy",2007,E,Nintendo DS,1,4,0.04,68
Brothers in Arms DS,Ubisoft,Action,2007,E,Nintendo DS,1,6.33,0.04,72
Ultimate Mortal Kombat 3,Midway,Action,2007,E,Nintendo DS,1,3.85,0.05,73
Myst,Midway,Adventure,2007,E,Nintendo DS,1,7.87,0.06,43
Worms: Open Warfare 2,THQ,"Action,Strategy",2007,E,Nintendo DS,1,9.12,0.07,81
MX vs. ATV Untamed,THQ,Racing / Driving,2007,E,Nintendo DS,1,12,0.11,61
Rondo of Swords,,"Role-Playing (RPG),Strategy",2007,E,Nintendo DS,1,23.23,0.15,69
Planet Puzzle League,Nintendo,Strategy,2007,E,Nintendo DS,1,0.32,0.16,86
Picross DS,Nintendo,Strategy,2007,E,Nintendo DS,1,62.43,0.17,83
Etrian Odyssey,Nintendo,Role-Playing (RPG),2007,E,Nintendo DS,1,60.82,0.19,75
Hotel Dusk: Room 215,Nintendo,Adventure,2007,E,Nintendo DS,1,15.6,0.22,78
Harry Potter and the Order of the Phoenix,EA,Action,2007,E,Nintendo DS,1,12.38,0.29,51
Wario: Master of Disguise,Nintendo,Action,2007,E,Nintendo DS,1,10.28,0.29,60
Puzzle Quest: Challenge of the Warlords,,"Role-Playing (RPG),Strategy",2007,E,Nintendo DS,1,41.17,0.3,82
Bleach: The Blade of Fate,Sega,Action,2007,E,Nintendo DS,1,18.62,0.31,83
Final Fantasy Tactics A2: Grimoire of the Rift,SquareEnix,"Role-Playing (RPG),Strategy",2007,E,Nintendo DS,1,79.47,0.36,80
Bee Movie Game,Activision,Adventure,2007,E,Nintendo DS,1,5.77,0.44,58
Spectrobes,,"Action,Strategy",2007,E,Nintendo DS,1,22.02,0.68,63
Namco Museum DS,Namco,Action,2007,E,Nintendo DS,1,10,0.8,67
Deal or No Deal,,Strategy,2007,E,Nintendo DS,1,0.98,1.1,20
Professor Layton and the Curious Village,Nintendo,"Adventure,Educational,Strategy",2007,E,Nintendo DS,1,14.42,1.26,85
Cooking Mama 2: Dinner with Friends,,Simulation,2007,E,Nintendo DS,1,8.22,1.56,70
Pokmon Mystery Dungeon: Explorers of Darkness,Nintendo,Role-Playing (RPG),2007,E,Nintendo DS,1,31.18,1.91,59
The Legend of Zelda: Phantom Hourglass,Nintendo,Action,2007,E,Nintendo DS,1,20.22,1.92,90
LEGO Star Wars: The Complete Saga,,"Action,Racing / Driving",2007,E,Nintendo DS,1,24.88,2.66,80
The Legend of Kage 2,SquareEnix,Action,2008,E,Nintendo DS,1,3.33,0.03,70
Izuna 2: The Unemployed Ninja Returns,,Role-Playing (RPG),2008,E,Nintendo DS,1,13.25,0.04,65
Zubo,EA,"Adventure,Role-Playing (RPG),Strategy",2008,E,Nintendo DS,1,15,0.05,75
The Spiderwick Chronicles,,Role-Playing (RPG),2008,E,Nintendo DS,1,5.33,0.06,60
Summon Night: Twin Age,,Role-Playing (RPG),2008,E,Nintendo DS,1,15.33,0.06,73
Lock's Quest,THQ,"Action,Adventure,Strategy",2008,E,Nintendo DS,1,14.9,0.06,80
Spider-Man: Web of Shadows,Activision,Action,2008,E,Nintendo DS,1,12.57,0.09,77
Ninja Gaiden: Dragon Sword,,Action,2008,E,Nintendo DS,1,5.3,0.16,83
Harvest Moon: Island of Happiness,,"Simulation,Strategy",2008,E,Nintendo DS,1,43,0.42,65
Advance Wars: Days of Ruin,Nintendo,Strategy,2008,E,Nintendo DS,4,33.93,0.43,86
The Legendary Starfy,Nintendo,"Action,Adventure",2008,E,Nintendo DS,1,14.25,0.5,75
Sonic Chronicles: The Dark Brotherhood,Sega,"Action,Role-Playing (RPG)",2008,E,Nintendo DS,1,22.17,0.52,74
Kung Fu Panda,Activision,Action,2008,E,Nintendo DS,1,6.7,0.56,71
The Urbz: Sims in the City,EA,Simulation,2004,M,Nintendo DS,1,21.93,0.41,67
The Rub Rabbits!,Sega,"Action,Adventure",2005,M,Nintendo DS,2,3.17,0.02,68
Fullmetal Alchemist: Dual Sympathy,,Action,2005,M,Nintendo DS,1,14,0.05,58
Lunar: Dragon Song,Ubisoft,Role-Playing (RPG),2005,M,Nintendo DS,1,25.63,0.12,59
The Sims 2,EA,"Role-Playing (RPG),Simulation",2005,M,Nintendo DS,1,55.93,0.83,70
Brain Age: Train Your Brain in Minutes a Day!,Nintendo,Action,2005,M,Nintendo DS,1,0.95,5.07,77
Point Blank DS,"Atari,Namco",Action,2006,M,Nintendo DS,1,0.9,0.04,66
Scurge: Hive,,Action,2006,M,Nintendo DS,1,10.78,0.04,70
Alex Rider: Stormbreaker,THQ,"Action,Adventure",2006,M,Nintendo DS,1,6.5,0.05,48
Monster House,THQ,Action,2006,M,Nintendo DS,1,6.67,0.15,62
Elite Beat Agents,Nintendo,Action,2006,M,Nintendo DS,1,10.27,0.27,87
Castlevania: Portrait of Ruin,Konami,Action,2006,M,Nintendo DS,1,13.13,0.3,85
Tetris DS,Nintendo,Strategy,2006,M,Nintendo DS,1,27.4,0.66,84
Mario Hoops 3 on 3,Nintendo,Sports,2006,M,Nintendo DS,1,4.25,1.03,69
Cooking Mama,,Simulation,2006,M,Nintendo DS,1,8.63,2.9,67
Ontamarama,,Action,2007,M,Nintendo DS,1,1,0.05,71
Cake Mania,,Action,2007,M,Nintendo DS,1,6,0.08,55
Draglade,,Action,2007,M,Nintendo DS,1,4.92,0.1,71
Final Fantasy Fables: Chocobo Tales,SquareEnix,Action,2007,M,Nintendo DS,1,17.2,0.1,75
Rayman Raving Rabbids,Ubisoft,Action,2007,M,Nintendo DS,1,6.7,0.12,56
Dementium: The Ward,,Action,2007,M,Nintendo DS,1,4.02,0.15,72
Tony Hawk's Proving Ground,Activision,Sports,2007,M,Nintendo DS,1,8.13,0.21,39
The World Ends With You,SquareEnix,"Action,Adventure,Role-Playing (RPG)",2007,M,Nintendo DS,1,48.67,0.37,88
Spider-Man 3,Activision,Action,2007,M,Nintendo DS,1,10.83,0.44,79
The Simpsons Game,EA,Action,2007,M,Nintendo DS,1,1.03,0.6,69
The Sims 2: Castaway,EA,Simulation,2007,M,Nintendo DS,1,8,0.66,66
Rhapsody: A Musical Adventure,,Role-Playing (RPG),2008,M,Nintendo DS,1,10.67,0.03,67
Secret Files: Tunguska,,Adventure,2008,M,Nintendo DS,1,10.08,0.03,71
"Flower, Sun and Rain",,Adventure,2008,M,Nintendo DS,1,10.15,0.04,54
Looney Tunes: Cartoon Conductor,Eidos,Action,2008,M,Nintendo DS,1,4.75,0.04,67
Nanostray 2,,Action,2008,M,Nintendo DS,1,3,0.04,75
Dungeon Explorer: Warriors of Ancient Arts,,"Action,Role-Playing (RPG)",2008,M,Nintendo DS,1,12.58,0.05,60
Bangai-O Spirits,,Action,2008,M,Nintendo DS,1,11.75,0.05,83
Code Lyoko: Fall of X.A.N.A,,"Action,Role-Playing (RPG)",2008,M,Nintendo DS,1,15.15,0.06,51
Knights in the Nightmare,,"Role-Playing (RPG),Strategy",2008,M,Nintendo DS,1,27.12,0.06,76
N+,Atari,Action,2008,M,Nintendo DS,1,17.2,0.06,82
Space Bust-A-Move,SquareEnix,Strategy,2008,M,Nintendo DS,1,4.02,0.08,71
Dragon Ball: Origins,Atari,"Action,Adventure",2008,M,Nintendo DS,1,11.5,0.08,78
Metal Slug 7,,Action,2008,M,Nintendo DS,1,1.27,0.09,70
Avalon Code,,"Action,Adventure,Role-Playing (RPG)",2008,M,Nintendo DS,1,31.5,0.1,71
Disgaea DS,,"Role-Playing (RPG),Strategy",2008,M,Nintendo DS,1,82.77,0.1,82
The Chronicles of Narnia: Prince Caspian,Disney,Role-Playing (RPG),2008,M,Nintendo DS,1,12.82,0.19,54
Valkyrie Profile: Covenant of the Plume,SquareEnix,"Role-Playing (RPG),Strategy",2008,M,Nintendo DS,1,26.45,0.2,74
Fire Emblem: Shadow Dragon,Nintendo,"Role-Playing (RPG),Strategy",2008,M,Nintendo DS,1,23.32,0.25,81
Spectrobes: Beyond the Portals,Disney,"Action,Role-Playing (RPG)",2008,M,Nintendo DS,1,30.25,0.27,70
Speed Racer: The Videogame,,Racing / Driving,2008,M,Nintendo DS,1,12.38,0.28,75
Iron Man,Sega,Action,2008,M,Nintendo DS,1,5.8,0.33,56
Sid Meier's Civilization: Revolution,2K,"Simulation,Strategy",2008,M,Nintendo DS,1,14.4,0.36,80
Kirby Super Star Ultra,Nintendo,Action,2008,M,Nintendo DS,1,8.77,1.6,76
Guitar Hero: On Tour,Activision,"Action,Simulation",2008,M,Nintendo DS,1,24,2.22,71
Mr. DRILLER: Drill Spirits,Namco,Action,2004,T,Nintendo DS,1,9.88,0.09,72
Zoo Keeper,,Action,2004,T,Nintendo DS,1,7.15,0.1,74
Feel the Magic XY/XX,Sega,"Action,Adventure,Racing / Driving,Sports",2004,T,Nintendo DS,1,2.9,0.16,75
Pokmon Dash,Nintendo,Racing / Driving,2004,T,Nintendo DS,1,3.83,0.22,46
LifeSigns: Surgical Unit,,"Simulation,Strategy",2005,T,Nintendo DS,1,30.52,0.01,61
Electroplankton,Nintendo,Simulation,2005,T,Nintendo DS,1,0.43,0.01,71
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Konami,"Action,Adventure",2005,T,Nintendo DS,1,4.5,0.06,58
Lost in Blue,Konami,Role-Playing (RPG),2005,T,Nintendo DS,1,24.15,0.07,69
Marvel Nemesis: Rise of the Imperfects ,EA,Action,2005,T,Nintendo DS,1,5.03,0.08,34
GoldenEye: Rogue Agent,EA,Action,2005,T,Nintendo DS,1,9.42,0.11,58
Need for Speed Underground 2,EA,Racing / Driving,2005,T,Nintendo DS,1,20.97,0.11,65
Dragon Quest Heroes: Rocket Slime,SquareEnix,Action,2005,T,Nintendo DS,1,15.1,0.13,83
"The Chronicles of Narnia: The Lion, the Witch a...",,"Action,Role-Playing (RPG)",2005,T,Nintendo DS,1,4.35,0.18,65
Harry Potter and the Goblet of Fire,EA,Action,2005,T,Nintendo DS,1,10.53,0.21,68
Trauma Center: Under the Knife,Nintendo,"Action,Simulation",2005,T,Nintendo DS,1,8.75,0.3,81
Advance Wars: Dual Strike,Nintendo,Strategy,2005,T,Nintendo DS,1,70.37,0.3,90
Castlevania: Dawn of Sorrow,Konami,"Action,Role-Playing (RPG)",2005,T,Nintendo DS,1,16.03,0.31,89
Yoshi Touch & Go,Nintendo,Action,2005,T,Nintendo DS,1,4.5,0.36,73
Kirby: Canvas Curse,Nintendo,Action,2005,T,Nintendo DS,1,7.4,0.37,86
Super Monkey Ball: Touch & Roll,Sega,Action,2005,T,Nintendo DS,1,1.45,0.7,63
Super Princess Peach,Nintendo,Action,2005,T,Nintendo DS,1,11,0.7,75
Pokmon Mystery Dungeon: Blue Rescue Team,Nintendo,Role-Playing (RPG),2005,T,Nintendo DS,1,37.47,1.22,62
Animal Crossing: Wild World,Nintendo,Simulation,2005,T,Nintendo DS,1,168.97,2.6,86
Custom Robo Arena,Nintendo,"Action,Role-Playing (RPG)",2006,T,Nintendo DS,1,24.03,0.01,74
Deep Labyrinth,,Role-Playing (RPG),2006,T,Nintendo DS,1,13.57,0.06,57
Bionicle Heroes,Eidos,Action,2006,T,Nintendo DS,1,15.3,0.06,72
Touch Detective,,Adventure,2006,T,Nintendo DS,1,6.9,0.07,60
Magnetica,Nintendo,"Action,Strategy",2006,T,Nintendo DS,1,9.93,0.09,68
LostMagic,Ubisoft,"Action,Role-Playing (RPG)",2006,T,Nintendo DS,1,13.28,0.09,68
Open Season,Ubisoft,Action,2006,T,Nintendo DS,1,5.47,0.13,72
Mega Man ZX,Capcom,Action,2006,T,Nintendo DS,1,11.27,0.14,76
Mystery Dungeon: Shiren the Wanderer,Sega,"Action,Role-Playing (RPG)",2006,T,Nintendo DS,1,33,0.17,69
Need for Speed: Carbon - Own the City,EA,"Action,Racing / Driving",2006,T,Nintendo DS,1,18.03,0.19,70
Age of Empires: The Age of Kings,,Strategy,2006,T,Nintendo DS,1,57.85,0.19,80
Dragon Quest Monsters: Joker,SquareEnix,Role-Playing (RPG),2006,T,Nintendo DS,1,37.97,0.24,75
Rune Factory: A Fantasy Harvest Moon,,"Role-Playing (RPG),Simulation",2006,T,Nintendo DS,1,66.13,0.34,78
Star Fox Command,Nintendo,Action,2006,T,Nintendo DS,1,3.7,0.39,76
Harvest Moon DS,,"Role-Playing (RPG),Simulation",2006,T,Nintendo DS,1,53.38,0.4,67
Mario vs. Donkey Kong 2: March of the Minis,Nintendo,Action,2006,T,Nintendo DS,1,5.02,0.77,76
Kirby: Squeak Squad,Nintendo,Action,2006,T,Nintendo DS,1,5.63,0.82,71
The Sims 2: Pets,EA,Simulation,2006,T,Nintendo DS,1,27.7,0.97,49
New Super Mario Bros.,Nintendo,Action,2006,T,Nintendo DS,1,10.23,10.03,89
Sea Monsters: A Prehistoric Adventure,,"Action,Educational",2007,T,Nintendo DS,1,5,0.01,43
Code Lyoko,,"Action,Adventure",2007,T,Nintendo DS,1,7.73,0.03,63
Orcs & Elves,EA,"Action,Role-Playing (RPG)",2007,T,Nintendo DS,1,4.88,0.03,68
Retro Game Challenge,Namco,"Action,Racing / Driving,Role-Playing (RPG)",2007,T,Nintendo DS,1,11.72,0.05,77
Heroes of Mana,SquareEnix,Strategy,2007,T,Nintendo DS,1,27.02,0.06,66
Indianapolis 500 Legends,,Racing / Driving,2007,T,Nintendo DS,1,14.5,0.07,51
Touch Detective 2 1/2,,Adventure,2007,T,Nintendo DS,1,6.63,0.08,67
The Settlers,Ubisoft,Strategy,2007,T,Nintendo DS,1,7.18,0.09,39
InuYasha: Secret of the Divine Jewel,Namco,Role-Playing (RPG),2007,T,Nintendo DS,1,9.57,0.09,46
7 Wonders of the Ancient World,,Strategy,2007,T,Nintendo DS,1,7.48,0.1,60
WWE SmackDown vs. Raw 2008,THQ,Sports,2007,T,Nintendo DS,1,25.32,0.11,61
Final Fantasy: Crystal Chronicles - Echoes of Time,SquareEnix,Action,2007,T,Nintendo DS,1,17.93,0.11,75
Geometry Wars: Galaxies,,Action,2007,T,Nintendo DS,1,18.5,0.12,79
Luminous Arc,,"Role-Playing (RPG),Strategy",2007,T,Nintendo DS,1,28.13,0.17,70
Lunar Knights,Konami,Action,2007,T,Nintendo DS,1,18.55,0.18,82
Touch the Dead,,Action,2007,T,Nintendo DS,1,4.65,0.2,56
Mega Man ZX Advent,Capcom,Action,2007,T,Nintendo DS,1,12.88,0.22,78
Juiced 2: Hot Import Nights,THQ,Racing / Driving,2007,T,Nintendo DS,1,16.45,0.23,72
DK: Jungle Climber,Nintendo,"Action,Strategy",2007,T,Nintendo DS,1,6.43,0.26,77
Dragon Quest IV: Chapters of the Chosen,SquareEnix,Role-Playing (RPG),2007,T,Nintendo DS,1,31.57,0.26,80
Disney Pirates of the Caribbean: At World's End,Disney,Action,2007,T,Nintendo DS,1,10.32,0.27,66
Phoenix Wright: Ace Attorney - Trials and Tribu...,Capcom,"Adventure,Simulation",2007,T,Nintendo DS,1,22.08,0.27,81
Contra 4,Konami,Action,2007,T,Nintendo DS,1,7.37,0.27,83
Surf's Up,Ubisoft,"Racing / Driving,Sports",2007,T,Nintendo DS,1,1.28,0.28,56
Shrek the Third,Activision,Adventure,2007,T,Nintendo DS,1,5.12,0.28,70
SimCity DS,EA,Simulation,2007,T,Nintendo DS,1,3,0.29,69
Final Fantasy XII: Revenant Wings,SquareEnix,"Role-Playing (RPG),Strategy",2007,T,Nintendo DS,1,38.55,0.33,81
Diner Dash,,Action,2007,T,Nintendo DS,1,5.13,0.34,64
Jam Sessions,Ubisoft,"Educational,Simulation",2007,T,Nintendo DS,1,0.25,0.38,72
Mega Man Star Force: Dragon,Capcom,"Action,Role-Playing (RPG)",2007,T,Nintendo DS,1,20.82,0.41,60
Crash of the Titans,,Action,2007,T,Nintendo DS,1,7.75,0.46,73
Final Fantasy IV,SquareEnix,Role-Playing (RPG),2007,T,Nintendo DS,1,38.33,0.48,85
Sonic Rush Adventure,Sega,"Action,Sports",2007,T,Nintendo DS,1,9.2,0.52,78
CrossworDS,,"Educational,Strategy",2007,T,Nintendo DS,1,17.2,0.53,67
Drawn to Life,THQ,Action,2007,T,Nintendo DS,1,13.72,0.75,73
Flash Focus: Vision Training in Minutes a Day,Nintendo,Action,2007,T,Nintendo DS,1,6,0.91,59
Call of Duty 4: Modern Warfare,Activision,Action,2007,T,Nintendo DS,1,8.02,0.94,75
Diddy Kong Racing DS,Nintendo,"Racing / Driving,Sports",2007,T,Nintendo DS,1,14.65,1.16,63
Pokmon Mystery Dungeon: Explorers of Time,Nintendo,Role-Playing (RPG),2007,T,Nintendo DS,1,31.18,1.91,59
Mario Party DS,Nintendo,"Action,Strategy",2007,T,Nintendo DS,1,8.03,4.34,72
Chicken Hunter,,Action,2008,T,Nintendo DS,1,1.5,0.02,39
Assassin's Creed: Altar's Chronicles,Ubisoft,Action,2008,T,Nintendo DS,1,5.07,0.03,58
Insecticide,,"Action,Adventure",2008,T,Nintendo DS,1,3.57,0.04,55
The Dark Spire,,"Adventure,Role-Playing (RPG)",2008,T,Nintendo DS,1,56.02,0.04,69
From the Abyss,,"Action,Role-Playing (RPG)",2008,T,Nintendo DS,1,7.38,0.05,60
Soul Bubbles,Eidos,Strategy,2008,T,Nintendo DS,1,8.82,0.05,78
Etrian Odyssey II: Heroes of Lagaard,,Role-Playing (RPG),2008,T,Nintendo DS,1,55.48,0.07,82
Ninja Reflex,EA,Action,2008,T,Nintendo DS,1,3.83,0.08,54
Trauma Center: Under The Knife 2,,"Action,Simulation",2008,T,Nintendo DS,1,12,0.09,79
Syberia,,Adventure,2008,T,Nintendo DS,1,10.85,0.1,52
Super Dodgeball Brawlers,,"Action,Sports",2008,T,Nintendo DS,1,0.68,0.12,65
Ninjatown,,Strategy,2008,T,Nintendo DS,1,14.68,0.12,80
Dragon Quest V: Hand of the Heavenly Bride,SquareEnix,Role-Playing (RPG),2008,T,Nintendo DS,1,34.83,0.12,84
Age of Empires: Mythologies,THQ,Strategy,2008,T,Nintendo DS,1,16.6,0.17,78
Mega Man Star Force 2: Zerker X Ninja,Capcom,"Action,Role-Playing (RPG)",2008,T,Nintendo DS,1,19.72,0.24,55
Apollo Justice: Ace Attorney,Capcom,"Adventure,Simulation",2008,T,Nintendo DS,1,19.85,0.24,78
Castlevania: Order of Ecclesia,Konami,"Action,Adventure,Role-Playing (RPG)",2008,T,Nintendo DS,1,14.77,0.24,85
Neopets Puzzle Adventure,Capcom,"Adventure,Role-Playing (RPG),Strategy",2008,T,Nintendo DS,1,3,0.25,70
Viva Pi$?ata: Pocket Paradise,THQ,"Simulation,Strategy",2008,T,Nintendo DS,1,20.33,0.28,82
Sega Superstars Tennis,Sega,Sports,2008,T,Nintendo DS,1,7.88,0.29,65
Rune Factory 2: A Fantasy Harvest Moon,,"Action,Role-Playing (RPG),Simulation",2008,T,Nintendo DS,1,66.13,0.3,79
Madagascar: Escape 2 Africa,Activision,"Action,Adventure",2008,T,Nintendo DS,1,6.5,0.32,55
Rhythm Heaven,Nintendo,Action,2008,T,Nintendo DS,1,9.12,0.45,83
Chrono Trigger,SquareEnix,Role-Playing (RPG),2008,T,Nintendo DS,2,28.25,0.51,92
Star Wars: The Clone Wars - Jedi Alliance,,"Action,Adventure",2008,T,Nintendo DS,1,5.13,0.6,68
Mystery Case Files: MillionHeir,Nintendo,Adventure,2008,T,Nintendo DS,1,8.03,0.76,65
Guitar Hero: On Tour - Decades,Activision,"Action,Simulation",2008,T,Nintendo DS,1,10.92,0.8,72
Pokmon Ranger: Shadows of Almia,Nintendo,"Action,Role-Playing (RPG)",2008,T,Nintendo DS,1,28.75,0.99,68
LEGO Batman: The Videogame,,"Action,Racing / Driving",2008,T,Nintendo DS,1,17.33,1.39,72
Mario & Sonic at the Olympic Games,"Nintendo,Sega","Action,Sports",2008,T,Nintendo DS,1,9.23,1.74,70
Pokmon: Platinum Version,Nintendo,"Adventure,Role-Playing (RPG)",2008,T,Nintendo DS,1,72.22,2.86,83
Ice Age 2: The Meltdown,,Action,2006,E,Nintendo Wii,1,9.25,0.07,66
Happy Feet,Midway,Action,2006,E,Nintendo Wii,2,0.67,0.13,46
Rampage: Total Destruction,Midway,Action,2006,E,Nintendo Wii,4,5,0.19,46
Dragon Ball Z: Budokai Tenkaichi 2,Atari,Action,2006,E,Nintendo Wii,2,17.63,0.24,72
Call of Duty 3,Activision,Action,2006,E,Nintendo Wii,1,8.82,1.15,69
Driver: Parallel Lines,Ubisoft,"Action,Racing / Driving",2007,E,Nintendo Wii,1,11.37,0.01,59
Guilty Gear XX ? Core,,Action,2007,E,Nintendo Wii,2,2,0.03,75
Fantastic Four: Rise of the Silver Surfer,2K,Action,2007,E,Nintendo Wii,4,7.6,0.04,39
Alien Syndrome,Sega,Action,2007,E,Nintendo Wii,4,2.78,0.06,48
Soulcalibur Legends,Namco,Action,2007,E,Nintendo Wii,2,10.03,0.16,52
